UID	English Text V2	Character	CharMood	
FTCaroll2_06	Entonces un día ocurrió algo que cambió mi visión del mundo. 	Caroll	Neutral	
FTCaroll2_07	¿Qué ocurrió?	Flora	Neutral	
FTCaroll2_08	Te contaré más sobre esto la próxima vez. Toda esta charla me está dando sed. 	Caroll	Neutral	
FTCaroll2_09	De acuerdo. No olvides adónde nos hemos quedado. 	Flora	Neutral	
FTCaroll3_01	¡He venido por el resto de tu historia!	Flora	Neutral	
FTCaroll3_02	¿Historia? ¿Qué historia?	Caroll	Neutral	
FTCaroll3_03	Me estabas contando un evento que cambió tu vida.	Flora	Neutral	
FTCaroll3_04	¡Oh, sí! Una noche papá llegó a casa muy tarde. Yo ya estaba en la cama, pero no conseguía dormirme. Oí a mi madre levantar la voz. Salí a hurtadillas de mi habitación para ir a escuchar su conversación. 	Caroll	Neutral	
FTCaroll3_05	Mi papá le anunció a mi mamá que había sido asignado a un país en guerra. Imagínate la sorpresa que me llevé al saber que mi papá era soldado y que su trabajo consistía en matar gente. Salí de mi escondite y exploté en un ataque de rabia, gritando una y otra vez: "Eres un monstruo. No soy tu hija." 	Caroll	Neutral	
FTCaroll3_06	Duras palabras para un padre.	Flora	Neutral	
FTCaroll3_07	Es cierto. Mis padres estaban aún más aterrorizados porque yo siempre había sido muy tranquila. Pero todo era demasiado para mí y, en un ataque de furia blanca, me encerré en mi habitación. 	Caroll	Neutral	
FTCaroll3_08	A través de la puerta pude oír a mi madre llorar. Entonces la puerta de la casa se cerró con un golpe. Mi padre se había ido. Al día siguiente, mi madre me habló, y sólo entonces me di cuenta de mi terrible error. 	Caroll	Neutral	
FTCaroll3_09	¿Y eso?	Flora	Neutral	
FTCaroll3_10	Hablaremos de ello en otro momento, si no te importa.	Caroll	Neutral	
FTCaroll3_11	¡Con mucho gusto!	Flora	Neutral	
FTCaroll4_01	¿Entonces, Caroll? Estabas hablando de un terrible error que cometiste.	Flora	Neutral	
FTCaroll4_02	Así es, y todavía me estremece pensar en ello. Mi madre me sentó al día siguiente y me explicó que mi padre no era propiamente un soldado de verdad. No iba a matar gente como yo pensaba. Su trabajo consistía en visitar los países en guerra y distribuir alimentos y primeros auxilios.  	Caroll	Neutral	
FTCaroll4_03	Muchas cosas cambiaron en ese momento. Me di cuenta de lo egoísta que había sido tratando de mantener a mi papá para mí. Me di cuenta de que su trabajo era mucho más importante que cualquiera de mis rabietas de adolescente.	Caroll	Neutral	
FTCaroll4_04	Mi conciencia se vio pronto acompañada de una admiración sin límites por mi padre y muy pronto me decidí. Quería ser como él. Yo también quería ayudar a las comunidades desgarradas por la guerra, a la gente que lo había perdido todo. 	Caroll	Neutral	
FTCaroll4_05	Pregunté a mis padres si podía ingresar en una academia militar. Mi madre no estaba muy entusiasmada con la idea, pero vio que podría unirnos a mi papá y a mí, y finalmente cedió. 	Caroll	Neutral	
FTCaroll4_06	¿Fuiste a una academia militar? ¡Increíble!	Flora	Neutral	
FTCaroll4_07	Así es. Y fue allí donde tuve la revelación de mi vida.	Caroll	Neutral	
FTCaroll4_08	¿Que estabas muy guapa de caqui?	Flora	Neutral	
FTCaroll4_09	Si sólo quieres burlarte de mí, habla con otra persona.	Caroll	Neutral	
FTCaroll4_10	Lo siento, sólo era una broma. Por favor, continúa.	Flora	Neutral	
FTCaroll4_11	Ahora no tengo ganas.	Caroll	Neutral	
FTCaroll5_01	¿Entonces? ¿Te sientes más tranquila? ¿Podemos continuar donde lo dejamos?	Flora	Neutral	
FTCaroll5_02	Hmm, no estoy segura de poder confiar en ti. Por favor, déjame más tiempo.	Caroll	Neutral	
FTCaroll6_01	Caroll por favor, sabes que puedes contarme lo que sea, y no me burlaré de ti, lo prometo. 	Flora	Neutral	
FTCaroll6_02	Ok, pero por favor, no te confundas. Así que, como decía, tuve una revelación. La vida en la academia era dura, pero tenía una recompensa. Por la tarde, los cadetes de la cercana academia de equitación salían a practicar con sus monturas. Sus pulcros uniformes, su porte orgulloso y sus magníficos caballos eran como un sueño al final del día. 	Caroll	Neutral	
FTCaroll6_03	Conseguí un trabajo como ayudante de cuadra y cada día aprendía más sobre esas magníficas bestias. Eran tan comunicativas y nuestras conversaciones silenciosas compensaban con creces mis años de soledad. Cada minuto que pasaba en los establos era un placer que nadie podía entender. Nadie, excepto Ethan...	Caroll	Neutral	
FTCaroll6_04	Espera, ¿quién es Ethan?	Flora	Neutral	
FTCaroll6_05	¡En cuanto hay un chico de por medio, saltas! 	Caroll	Neutral	
FTCaroll6_06	Vale, me has despertado la curiosidad, lo confieso. ¿Y qué? ¿Quién es ese Ethan?	Flora	Neutral	
FTCaroll6_07	Prefiero parar ahí. La siguiente parte duele al hablar de ella. No es tan bonito. Tendré que ponerme mi sombrero de valiente para contarlo. 	Caroll	Neutral	
FTCaroll6_08	Vale, pero no me hagas esperar demasiado.	Flora	Neutral	
FTCaroll7_01	Entonces. ¿Quién era Ethan?	Flora	Neutral	
FTCaroll7_02	Ethan era jinete en la academia militar. Me enseñó a montar a caballo mientras todos estaban en la cama. Me robó el corazón.  	Caroll	Neutral	
FTCaroll7_03	¿Ethan era tu novio?	Flora	Neutral	
FTCaroll7_04	Con Ethan fue amor a primera vista. Compartíamos la misma pasión por los caballos, y eso hizo que nuestra relación se fortaleciera. Creció y creció y me olvidé por completo de por qué había entrado en la academia. Quería estar con él todo el tiempo. Así que pregunté a mi familia si podía entrar en la academia de equitación. Mi madre aceptó enseguida. Había mencionado a Ethan en mis cartas y ella entendió que él estaba detrás de mi decisión. Las madres se dan cuenta de esas cosas. 	Caroll	Neutral	
FTCaroll7_05	Una vez en la academia de equitación, la felicidad estaba a mi alcance y decidí no dejarla escapar. Trabajé duro y obtuve resultados muy por encima de la media. Los caballos y Ethan eran mis guías. Y prácticamente dejé de ir a casa. Mis padres se entristecían al no verme, sobre todo mi papá, al que no veía mucho de todos modos. 	Caroll	Neutral	
FTCaroll7_06	Fue en esta etapa cuando Patrick vino a verme montar y me sugirió que me uniera a la Academia Sycamore. Pero no podía soportar la idea de separarme de Ethan, así que rechacé la oferta.  	Caroll	Neutral	
FTCaroll7_07	Perdona que te pregunte, pero no entiendo dónde encaja el dolor del que hablaste la última vez. 	Flora	Neutral	
FTCaroll7_08	Lo siento. ¿Podemos hablar de ello más tarde? Acabo de pensar en ello y no me siento lo suficientemente valiente como para contarte ese capítulo de mi vida. 	Caroll	Neutral	
FTCaroll7_09	Por supuesto, lo entiendo. Puedo esperar.	Flora	Neutral	
FTCaroll8_01	Pareces perdida en tus pensamientos. ¿Todavía es demasiado pronto para decirme lo que salió mal en ese momento? 	Flora	Neutral	
FTCaroll8_02	No, te lo diré. Me has escuchado hasta ahora y no tiene sentido sin lo que sigue. 	Caroll	Neutral	
FTCaroll8_03	Mi madre me envió una carta que me heló hasta los huesos. Mi padre había sido hecho prisionero por sus propios superiores. El conflicto en el que participaba mi padre se había agravado y le ordenaron unirse a su regimiento para realizar maniobras. Había tenido la suerte de no tener que luchar nunca y se negó a bocajarro. El tribunal militar lo detuvo inmediatamente y se le prohibió contactar con su familia. 	Caroll	Neutral	
FTCaroll8_04	¡Eso es terrible!	Flora	Neutral	
FTCaroll8_05	La noticia era demasiado para soportarla. De repente me arrepentí de todo el tiempo que no habíamos pasado juntos por haber sido tan egoísta. Había querido vivir en una burbuja con Ethan y no había entendido lo importante que eran algunas cosas. Ahora era demasiado tarde.	Caroll	Neutral	
FTCaroll8_06	Decidí que la vida iba a cambiar y que empezaría a ayudar a los demás. Me uní a grupos de protesta contra la guerra y me manifesté contra el ejército. Organicé reuniones con veteranos que habían visto los horrores de la guerra. Y organicé grupos de apoyo para familias que habían perdido a sus seres queridos en el conflicto.	Caroll	Neutral	
FTCaroll8_07	Ethan era un militar orgulloso y no estaba de acuerdo con mis opiniones. Nuestra relación murió, porque le di la espalda a mi felicidad personal. Vi que podía ayudar a la gente y comprenderla; volvía a tender la mano al mundo. 	Caroll	Neutral	
FTCaroll8_08	Me dijiste que Patrick vino a verte pero que te negaste a entrar en la Academia. Entonces, ¿cómo es que estás aquí ahora? Parece que tenías muchas otras cosas que hacer. 	Flora	Neutral	
FTCaroll8_09	Más tarde, pensé mucho en la Academia. El problema de los grupos de protesta es que nadie les presta atención. Llegué a comprender el poder de los medios de comunicación. Para que mi punto de vista llegara, tenía que convertirme en alguien importante, alguien con una cara en la televisión o en una revista. 	Caroll	Neutral	
FTCaroll8_10	Creo que me hago una idea. Querías convertirte en una campeona de equitación para que la gente prestara más atención a tu mensaje. 	Flora	Neutral	
FTCaroll8_11	Nunca había perdido mi amor por los caballos. Parecía una buena manera de utilizar mis habilidades al servicio de mis ideales. 	Caroll	Neutral	
FTCaroll8_12	Es una idea preciosa. Seguro que tu padre estará orgulloso de ti cuando se entere de lo que haces y del éxito que tienes.	Flora	Neutral	
FTCaroll8_13	Gracias por escucharme. Es bueno hablar de ello. La gente no entiende por qué mi cabeza siempre parece estar en las nubes. No puedo dejar de pensar en mi padre. 	Caroll	Neutral	
FTCaroll8_14	Lo siento por tu padre.	Flora	Neutral	
FTCaroll8_15	No te preocupes. Yo miro el lado bueno. Nunca me voy a rendir.	Caroll	Neutral	
FTSamuel1_01	¡Hola! ¿Qué hay de nuevo?	Samuel	Neutral	
FTSamuel1_02	¿Me preguntaba si tú y yo podríamos hablar con calma? 	Flora	Neutral	
FTSamuel1_03	Claro que no hay problema. ¿De qué quieres hablar con calma?	Samuel	Neutral	
FTSamuel1_04	Me gustaría saber más sobre ti. No tenemos a menudo la oportunidad de hablar. 	Flora	Neutral	
FTSamuel1_05	Si quieres. 	Samuel	Neutral	
FTSamuel1_06	¿Cómo es que estás en la Academia?	Flora	Neutral	
FTSamuel1_07	Es una larga historia. No siempre he sido un fanático de la equitación. 	Samuel	Neutral	
FTSamuel1_08	Apuesto a que tu primer amor fue la música. ¿Estoy en lo cierto?	Flora	Neutral	
FTSamuel1_09	La música y la gente. Crecí en Alemania. No era lo que se dice un estudiante modelo. La escuela era interesante, pero tenía problemas de concentración. No podía dejar de soñar despierto y eso me metía en problemas con los profesores. 	Samuel	Neutral	
FTSamuel1_10	Creo que me costaba entender para qué servía todo eso. No entendía por qué teníamos que aprender todas esas cosas que eran tan diferentes, como las matemáticas y la pintura. Yo ya sabía a dónde quería llegar en la vida. 	Samuel	Neutral	
FTSamuel1_11	Por la noche, cuando llegaba a casa, me pasaba horas escuchando a Tommy Grant, un conocido DJ de la radio de mi país. Ponía discos que no se escuchaban en ningún sitio. Me parecía un trabajo genial. Escuchar música todo el día y compartirla con la gente. 	Samuel	Neutral	
FTSamuel1_12	Sólo cuando llegué a la universidad el sueño empezó a hacerse realidad.	Samuel	Neutral	
FTSamuel1_13	¿Te convertiste en DJ de radio?	Flora	Neutral	
FTSamuel1_14	Eh, para el carro. No se puede acortar una historia larga. Te la contaré más tarde si quieres	Samuel	Neutral	
FTSamuel1_15	Me encantaría escucharla.	Flora	Neutral	
FTSamuel2_01	Entonces, ¿listo para contarme sobre la vida universitaria?	Flora	Neutral	
FTSamuel2_02	Por supuesto. Como he dicho, cuando estaba en la universidad, organizaba noches de club. Me ponía en contacto con los grupos, organizaba los locales y atraía a los estudiantes. Me ayudaba a ganar dinero extra y era feliz. Un día conseguí convencer al mismísimo MC Melon para que organizara una velada. Me sentí muy orgulloso: mi cantante favorito era el anfitrión de una fiesta que yo mismo organizaba. 	Samuel	Neutral	
FTSamuel2_03	La noche empezó como un sueño y había un gran bullicio. MC Melon incluso me felicitó por haber atraído a tanta gente. Pero todo lo bueno se acaba. Y la noche pronto se convirtió en una pesadilla. 	Samuel	Neutral	
FTSamuel2_04	¿Qué quieres decir? ¿Qué pasó durante la fiesta?	Flora	Neutral	
FTSamuel2_05	Vuelve a verme si quieres escuchar el resto.	Samuel	Neutral	
FTSamuel2_06	¡Tú sí que sabes cómo mantener a una chica enganchada!	Flora	Neutral	
FTSamuel3_01	¿Vuelves para enterarte de la fiesta? Ok, te lo diré. 	Samuel	Neutral	
FTSamuel3_02	Las noches de discoteca que organizaba estaban abiertas a todo el mundo y, a veces, los alborotadores se colaban entre los verdaderos fiesteros. 	Samuel	Neutral	
FTSamuel3_03	Esa noche, una banda de hombres duros se presentó con su nervioso líder, Mikael. La tenían tomada con MC Melon y vinieron a buscar pelea. Mikael creía que MC le había guiñado el ojo a su novia mientras firmaba autógrafos. 	Samuel	Neutral	
FTSamuel3_04	Salió furioso, gritando como un loco, y luego volvió con su banda. Comenzó a interrumpir y a burlarse de MC. Todo el mundo dejó de bailar y todo quedó en silencio. Se notaba que la tensión iba en aumento. 	Samuel	Neutral	
FTSamuel3_05	¿Y después?	Flora	Neutral	
FTSamuel3_06	No me gusta tocar mi propia trompeta, pero no lo estaba tolerando. Me acerqué a Mikael, le miré directamente a los ojos y le dije: "Esto es una fiesta. Has parado la música. Podrías haber estado orgulloso de que MC Melon le guiñara el ojo a tu novia. Pero en lugar de eso quieres arruinarlo todo para todos. 	Samuel	Neutral	
FTSamuel3_07	Así que adelante, lucha contra la banda. Pero primero tendrás que lidiar con todos los presentes. Y créeme, hay varios cientos de personas en esta sala menos impresionadas por tu canción y tu baile, así que puede que te lleve algún tiempo. Otra posibilidad es que tomes asiento, bebas algo, te relajes con la música y, si te portas bien, nos olvidaremos de este pequeño incidente. ¿Qué te parece?"	Samuel	Neutral	
FTSamuel3_08	¿Y qué es lo que hizo?	Flora	Neutral	
FTSamuel3_09	Se calló por un momento y se sentó. Y la fiesta se reanudó donde se había quedado. 	Samuel	Neutral	
FTSamuel3_10	Podrías haber sido un diplomático.	Flora	Neutral	
FTSamuel3_11	Al final de la noche, MC Melon se me acercó y me dio las gracias. Me invitó a quedarme en su casa de campo. Esos días fueron los más memorables de mi corta existencia. 	Samuel	Neutral	
FTSamuel3_12	Cuéntame sobre ellos.	Flora	Neutral	
FTSamuel3_13	Dejemos algo para después, ¿vale?	Samuel	Neutral	
FTSamuel4_01	¿Cómo fue tu estancia en MC Melon? 	Flora	Neutral	
FTSamuel4_02	Una palabra para describirlo: Paraíso. Su casa era una mansión: enormes terrenos, piscina, todo lo que una estrella podría desear. También descubrí su pasión secreta: la equitación. Usaba un establo local y en sus días de descanso iba a cuidar de sus caballos. Fue el primer contacto que tuve con los animales y confieso que me fascinaron. 	Samuel	Neutral	
FTSamuel4_03	Después de enseñarme los fundamentos de la equitación, me mostró lo inteligentes que son y lo atentos que pueden estar a nuestros estados de ánimo y reacciones. 	Samuel	Neutral	
FTSamuel4_04	Su cuadra ofrecía clases de iniciación y me apunté inmediatamente. Por supuesto, MC Melon no me dio clases. Estaba demasiado ocupado en la gira. Pero le estoy eternamente agradecido por haberme introducido en mi pasión y decidí seriamente que quería trabajar con caballos. Pero un día ocurrió algo que me hizo cambiar de opinión. 	Samuel	Neutral	
FTSamuel4_05	¿Cambiaste de opinión? No lo entiendo.	Flora	Neutral	
FTSamuel4_06	Si vuelves, te lo contaré.	Samuel	Neutral	
FTSamuel5_01	Seguí organizando mis noches de club y fueron un gran éxito. Incluso me escribieron en revistas especializadas. Entonces, un día, el tipo para el que organizaba los eventos me llamó y me anunció que Tommy Grant en persona quería hacerme una prueba para la segunda parte de su programa. 	Samuel	Neutral	
FTSamuel5_02	Estaba completamente encantado. El tipo me estaba dando la oportunidad de convertirme en un DJ de radio, ¡así de fácil! Sin pensarlo dos veces, me fui al estudio y pronto tuve mi propio programa. Era una mezcla de música y llamadas telefónicas. El tipo de programa en el que la gente habla de sus problemas, y de lo que quiere. 	Samuel	Neutral	
FTSamuel5_03	Pasaron varios meses y mi éxito creció. Me olvidé de mis noches de club y de las clases de equitación. Me volqué en cuerpo y alma en el espectáculo, y las llamadas seguían llegando, así que sabía que estaba haciendo algo bien. Parecía que había encontrado mi vocación en la vida. 	Samuel	Neutral	
FTSamuel5_04	¿Qué pasó para que cambiara?	Flora	Neutral	
FTSamuel5_05	Alguien dijo una vez: "La vida es lo que pasa cuando estás pensando en otra cosa". Eso es exactamente lo que ocurrió una tarde cuando una oyente llamó por teléfono para hablar de sus problemas. 	Samuel	Neutral	
FTSamuel5_06	¿Qué eran? ¿No me vas a dejar en ese suspenso?	Flora	Neutral	
FTSamuel5_07	¡Sip! Voy a tener que mantenerte colgada.	Samuel	Neutral	
FTSamuel6_01	Háblame del problema de la oyente.	Flora	Neutral	
FTSamuel6_02	Fue una tarde como cualquier otra. Pronto iba a tomar un descanso, pero decidí hacer una última llamada. Era una niña de catorce años con una voz diminuta. Llevaba toda la noche intentando llamarme para pedirme consejo. 	Samuel	Neutral	
FTSamuel6_03	Su padre tenía un caballo que le gustaba mucho. Pero por problemas de dinero, se vio obligado a venderlo. 	Samuel	Neutral	
FTSamuel6_04	Pobre chica, se le debió romper el corazón.	Flora	Neutral	
FTSamuel6_05	Hacía años que no montaba a caballo, pero escuchar esa vocecita perdida sollozando, despertó algo dentro de mí. Me encantaba la música, pero entonces supe que mi verdadero lugar eran los caballos. Esa niña me ayudó a enfrentarme a la verdad. 	Samuel	Neutral	
FTSamuel6_06	Estaba dispuesto a hacer cualquier cosa para ayudarla a conservar el caballo y se convirtió en mi cruzada. Le prometí a la niña que haría lo que pudiera y durante el descanso llamé a MC Melon y le conté la desesperación de la niña. Inmediatamente se ofreció a comprar el caballo para que ella pudiera conservarlo. 	Samuel	Neutral	
FTSamuel6_07	Le agradecí su generosidad de todo corazón y volví a salir al aire para decirle a la niña que su caballo no sería vendido. 	Samuel	Neutral	
FTSamuel6_08	Mi productor entró en la sala y me pasó una nota diciendo que el programa había sido un gran éxito gracias a la invención de MC Melon. A la gente le encantan los finales felices. Y en todas partes habían llamado a sus amigos, diciéndoles que lo escucharan. La emisora se inundó de llamadas de ánimo y solidaridad. 	Samuel	Neutral	
FTSamuel6_09	Fue mi mejor espectáculo con diferencia. Pero también el último.	Samuel	Neutral	
FTSamuel6_10	¿Dejaste de hacer radio después de eso?	Flora	Neutral	
FTSamuel6_11	La intervención de la chica me hizo tomar conciencia de mi verdadera pasión. Volví a montar a caballo en la cuadra de MC Melon. Y pronto empecé a competir.	Samuel	Neutral	
FTSamuel6_12	Un día Jade vino a verme y, a la vista de mis resultados y mi reputación en la radio, me ofreció una plaza en la Academia.	Samuel	Neutral	
FTSamuel6_13	¿Y nunca te arrepentiste de haber dejado la radio?	Flora	Neutral	
FTSamuel6_14	Por supuesto que se me pasó por la cabeza, pero después de haber ayudado a esa chica a conservar el caballo que amaba, me dije que mi destino en las ondas me llevaba hasta aquí. El resto de mi vida lo pasaré en la pista.	Samuel	Neutral	
FTSamuel6_15	Tienes un corazón enorme, Samuel. Estoy orgullosa de conocer a alguien como tú. 	Flora	Neutral	
FTSamuel6_16	Tú tampoco eres tan mala, cuando guardas las formas.	Samuel	Neutral	
FTSamuel6_17	Mi historia ha terminado. Deberías ir a hablar con los demás. 	Samuel	Neutral	
FTAurelie1_01	Hola, es genial que hayas venido a hablar conmigo. No nos conocemos muy bien. 	Aurelie	Neutral	
FTAurelie1_02	Por eso estoy aquí, para saber más sobre ti.	Flora	Neutral	
FTAurelie1_03	Me encantaría compartir mi historia contigo. Estoy aquí por razones bastante extraordinarias. Yo misma aún no puedo comprenderlas.	Aurelie	Neutral	
FTAurelie1_04	Cuéntame más.	Flora	Neutral	
FTAurelie1_05	Bueno, todo empezó hace tres años. Vivía en Francia, en el Macizo Central. Es una región verde y hermosa, pero extremadamente aburrida para una joven de mi edad entonces. 	Aurelie	Neutral	
FTAurelie1_06	He oído decir que el Macizo Central es increíble.	Flora	Neutral	
FTAurelie1_07	Lo es. Pero vivíamos en un pueblo medieval donde prácticamente no había nada que hacer; la vida allí era bastante aburrida. Mis padres tenían sus pequeñas rutinas y optaban por la vida tranquila. De todos modos, no estaban muy a menudo. Mi madre era vendedora, y mi padre, fabricante de violines. 	Aurelie	Neutral	
FTAurelie1_08	Mi padre se pasaba el día en su taller detrás de la casa, mientras que mi madre estaba siempre de viaje. Su afición al trabajo le ocupaba todo el tiempo y no tenía ni un momento para mí. 	Aurelie	Neutral	
FTAurelie1_09	Además, era hija única, así que no tenía ni idea de cómo llenar mis días. Me pasaba el tiempo escuchando discos clásicos que nos había dejado mi abuelo. Eran mi única vía de escape de aquel agujero somnoliento, congelado en el tiempo.	Aurelie	Neutral	
FTAurelie1_10	Un día de mayo, el día de mi decimoséptimo cumpleaños, mi vida dio un giro inesperado. 	Aurelie	Neutral	
FTAurelie1_11	¿Qué es lo que pasó?	Flora	Neutral	
FTAurelie1_12	Lo dejaré para más tarde. Vuelve a verme, si quieres más. 	Aurelie	Neutral	
FTAurelie2_01	Entonces, ¿estás preparada para contarme ahora qué pasó en tu cumpleaños?	Flora	Neutral	
FTAurelie2_02	Ese día llegué a casa y mi padre me ofreció un violín. Se dio cuenta de que me aburría y fue su forma de decirme que le importaba. Fue un regalo muy dulce, debo decir, y empecé a estudiar el instrumento en serio. Pero pronto me aburrí. 	Aurelie	Neutral	
FTAurelie2_03	¿No te gustó el violín?	Flora	Neutral	
FTAurelie2_04	Por supuesto, pero ¿de qué sirve la música si nadie la escucha? Seguí tocando como algo que hacer, y a veces intentaba que mis padres me escucharan. Pero, cansada después de sus viajes, mi madre se quedaba dormida, y mi padre decía que le daba migrañas. 	Aurelie	Neutral	
FTAurelie2_05	Pronto comprendí que yo sería la única que apreciaría mi forma de tocar. A la mayoría de mis amigos no les gustaba el violín. Preferían sonidos más excitantes como las guitarras eléctricas y los sintetizadores.	Aurelie	Neutral	
FTAurelie2_06	Pero al mes siguiente, las cosas empezaron a cambiar.	Aurelie	Neutral	
FTAurelie2_07	Y supongo que tendré que esperar para saber cómo empezaron a cambiar las cosas. 	Flora	Neutral	
FTAurelie2_08	Lo pillas rápido. Es una historia muy personal para mí y se necesita tiempo y confianza para contarla. Ten paciencia y serás recompensada. 	Aurelie	Neutral	
FTAurelie2_09	No tengo mucha paciencia pero haré un esfuerzo por ti.	Flora	Neutral	
FTAurelie3_01	Genial, has vuelto a verme. Seguiré con mi extraordinaria historia. 	Aurelie	Neutral	
FTAurelie3_02	Mencionaste el mes después de tu cumpleaños.	Flora	Neutral	
FTAurelie3_03	Así es. El alcalde hizo un anuncio importante. Quería formar una banda de música del pueblo y pedía a cualquiera que supiera tocar un instrumento que se uniera. 	Aurelie	Neutral	
FTAurelie3_04	Era mi gran oportunidad al fin. La gente por fin me escucharía tocar. Me apunté inmediatamente a las audiciones y ensayé todos los días. Si mis padres me escuchaban en el desfile del 14 de julio, quizás me prestarían más atención. "No os vais a creer lo que oís", les decía. Y se dieron cuenta de que, por una vez, había dejado de estar deprimida y me dejaron tocar, muy contentos de verme ocupada en algo que me gustaba.	Aurelie	Neutral	
FTAurelie3_05	Después de cuatro semanas de duro trabajo, estaba lista para las audiciones. Fui al ayuntamiento y empecé a tocar una pieza que me sabía de memoria delante del jurado. Pero pronto me interrumpieron. 	Aurelie	Neutral	
FTAurelie3_06	Les pregunté qué pasaba. Me dijeron que no tenía nada que ver con mi forma de tocar y que tocaba muy bien. Simplemente, y no se habían atrevido a decírmelo antes, que no necesitaban violines en la banda. Querían un conjunto de metales tradicional con trompas, flautas y tambores. 	Aurelie	Neutral	
FTAurelie3_07	Estaba destrozada. Estaba muy avergonzada por no haber sido aceptada. El jurado intentó consolarme, por supuesto. Me dijeron que mis amigos y sus guitarras eléctricas tampoco habían sido aceptados. Pero a mí me daba igual. 	Aurelie	Neutral	
FTAurelie3_08	Esa tarde me fui a dar un paseo por el campo, incapaz de volver a casa y decirle a mis padres que había fracasado. 	Aurelie	Neutral	
FTAurelie3_09	Pero en realidad, fue lo mejor que me había pasado. 	Aurelie	Neutral	
FTAurelie3_10	Espera, me he perdido. ¿Dijiste que el fracaso era lo mejor que te había pasado? 	Flora	Neutral	
FTAurelie3_11	No. Me refería a lo que vino después.	Aurelie	Neutral	
FTAurelie3_12	¿Y qué vino después?	Flora	Neutral	
FTAurelie3_13	¡Ah ja! Te lo contaré en otro momento, si eres buena. 	Aurelie	Neutral	
FTAurelie3_14	¿Por qué me siento con diez años?	Flora	Neutral	
FTAurelie4_01	Bien, ¿dónde estaba yo? Ah, sí, lo extraordinario que me pasó.	Aurelie	Neutral	
FTAurelie4_02	La banda me había rechazado, así que me fui a dar un paseo por el oscuro campo revolcándome en mi dolor. Caminé durante mucho tiempo, lejos de cualquier señal de vida y, al cabo de un rato, me empezaron a doler los pies.  	Aurelie	Neutral	
FTAurelie4_03	Decidí descansar y me senté en el tocón de un árbol para observar las estrellas en el cielo nocturno. Una de las alegrías de vivir en el campo son los cielos nocturnos despejados que muestran perfectamente las estrellas. Y en este entorno silencioso y desolado cogí mi violín y me puse a tocar. Para sentirme existente, me sentí obligada a llenar el silencio con música. Aunque, rodeado de los cielos, era totalmente insignificante, seguía sintiéndome llena de vida porque estaba tocando. 	Aurelie	Neutral	
FTAurelie4_04	No sé el tiempo que estuve tocando; estaba totalmente perdida en la música. Pero cuando paré, ahí estaban. 	Aurelie	Neutral	
FTAurelie4_05	¿Quiénes estaban ahí?	Flora	Neutral	
FTAurelie4_06	Los caballos. Cuatro caballos. Habían oído mi violín y se habían acercado en silencio a la música. Estaban a varios metros, eso es todo, mirándome fijamente, paralizados por el sonido del instrumento. 	Aurelie	Neutral	
FTAurelie4_07	Y les devolví la mirada, hipnotizada por su elegante belleza y sus majestuosas siluetas en la noche. Era como si, con su silencio, hubieran percibido mi dolor y entendido mi música. 	Aurelie	Neutral	
FTAurelie4_08	Siempre habían estado cerca, y los veía regularmente. Nunca les había prestado atención. Pero aquella noche los contemplé como nunca antes lo había hecho. Y caí bajo el encanto de esas magníficas criaturas. 	Aurelie	Neutral	
FTAurelie4_09	Volví a casa totalmente entusiasmada con la idea de volver a verlos en cuanto pudiera y tenía ganas de montarlos. Pero, claro, la vida nunca es tan sencilla.	Aurelie	Neutral	
FTAurelie4_10	¿Y por qué?	Flora	Neutral	
FTAurelie4_11	Te contaré más la próxima vez. Prefiero que te quedes con la imagen de cuento de hadas de mí tocando el violín a los caballos. 	Aurelie	Neutral	
FTAurelie5_01	Estoy deseando que me cuentes el resto de tu historia.	Flora	Neutral	
FTAurelie5_02	Estoy llegando a ello. Después de ese mágico encuentro, me decidí. Quería pasar mi vida con los caballos. Hablé con mis padres al día siguiente, pero no me animaron mucho.	Aurelie	Neutral	
FTAurelie5_03	¿No querían que montaras a caballo?	Flora	Neutral	
FTAurelie5_04	Mis padres son encantadores; su único deseo en el mundo es que yo sea feliz. Por desgracia, la demanda de violines había bajado y mi madre no era ni mucho menos rica. No tenían dinero para pagar las clases y la escuela cercana al pueblo estaba fuera de su alcance. 	Aurelie	Neutral	
FTAurelie5_05	Se me rompió el corazón, pero sabía que tendría que abandonar mi sueño de montar a caballo durante un tiempo. Ni siquiera mis trabajos de verano me pagaban lo suficiente para tomar clases. 	Aurelie	Neutral	
FTAurelie5_06	Mi único consuelo era volver al prado por la noche para tocar para los caballos y no se perdían ni una actuación. Era extraordinario verlos allí, pacientes y atentos, como estatuas. La noche del 14 de julio, puede que no tuviera una banda en la que tocar, pero tenía mi propio público. Los cuatro caballos volvieron como siempre, escuchando y mirando, y luego se fueron tan misteriosamente como habían venido. 	Aurelie	Neutral	
FTAurelie5_07	Se creó una especie de vínculo silencioso entre ellos y yo. Y mientras los fuegos artificiales estallaban sobre la ciudad, me asaltó la tristeza una vez más al pensar en mis sueños imposibles de montar a caballo. Pero cuando vi las caras de mis cuatro espectadores, mi corazón se disparó. 	Aurelie	Neutral	
FTAurelie5_08	Tocar para ellos fue un regalo que pronto haría que mi vida diera un giro decisivo. Muy pronto, de hecho, al día siguiente.  	Aurelie	Neutral	
FTAurelie5_09	No me digas: si quieres saber lo que pasó después, vuelve más tarde. ¿Tengo razón?	Flora	Neutral	
